Unnamed: 0,Review_Date,Author,Rating,Review_Title,Review
261,10-Nov-20,jvvnwxjp,1," Propaganda
","Now I'm not even American, but this entire movie feels like staged propaganda to make republicans look bad"
262,24-Oct-20,oroyer,1," 35 minutes of my life I will never get back
","Yes, 35 minutes, that's when I stopped watching. I tried, I really tried because I believe to make an educated comment, one must go through the process."
263,25-Oct-20,vidagabi-429-803187,10," ROTFL
",I can't even remember the last time I laughed so hard and as much as last night watching this one. SBC for the win!
264,25-Oct-20,GoldenGooner04,4," Is this all Fake ?
","It's not filmed with a secret camera, so he has gone into all these interviews with these ""Unhuman Monsters"" with a cameraman? and its not hidden in a bag, as the camera moves round. I mean the cake shop, now the woman might have just been out for money, but she would not have done that on camera, as he shop would be finished which I would hope it now is"
265,27-Oct-20,edhart08,9," Loved it
",A great and very funny/clever/ audacious follow -up to his previous Borat masterpieces. Poor old dumb the dumber Giuliani caught unaware and unprepared
266,23-Oct-20,nkishudak,5," I was looking forward to watch this movie
","I loved the first one, and in generally SBH works. This one is too staged, not that funny. Disappointing."
267,25-Oct-20,alan-447-530129,1," It was just terrible ...spoiler alert..
",Spoiler alert - I am not a Trump supporter
268,24-Oct-20,killerindrag,2," Decades later sequels really need to stop !
",Why wait 14yrs time to make a sequel to the original film that was actually really funny ?
269,23-Oct-20,dh11969,1," saw it because it's Borat.
",I am amazed by all forms of media in the last couple of years provide no escape from politics. I just wan to watch something to leave reality behind for a few.
270,28-Oct-20,mgratk,1," Youtube ""Pranks"" are better!
","Ugh. How the mighty have fallen. I've seen better ""prank"" videos and humor from YouTube hacks with no film-making experience. Crude, discriminatory, and just awful and pointless."
271,26-Oct-20,guilhermecoelhorocha-66-787211,1," TERRIBLE MOVIE.
","Just bizarre.
Could be very funny but its just made of the bad parts.
The daughter is just terrible."
272,28-May-23,Ed-Shullivan,6," It certainly is a strange new world we live in
","I find myself unsure of what I just watched. Did I enjoy the film? Yes I did. Was it weird? It's another sequel to a Borat film so of course I knew it was bound to be a bit weird and I should know what to expect, which is ""to expect the unexpected."""
273,11-Nov-20,ninjadh-07756,1," Follow up falls flat
","Perhaps my sense of humor has evolved since 2006. Or maybe I'm just exhausted by politics and the pandemic. Could be a combination of both. Who really knows? Nevertheless this one much like ""The Dictator"" & ""Brothers Grimsby"" was a flop. The scenes in the original Borat were too many to count when inducing laughs. From getting a congressman to eat cheese made from breastmilk. To getting dialect lessons from black teenagers in Atlanta. To trying to kiss strangers on a new york subway. It was amazing comedy from start to finish. And one of my top five of all time. This go around for me was sadly a sequel which should have just remained an idea. Anti-semitism, sexism, xenophobia, menstral cycles and incest just don't seem nearly as funny 14 years later. Look, if you hate the GOP and despise Trump and his supporters then you'll probably love this movie. As the piling on is incessant and theirs plenty of fuel for anyone who's rage against Donald Trump burns mightily. But if you're indifferent and want a break from the tumultuous atmosphere that is the chaos of the United States in 2020 you'll be sorely disappointed. If anything it amplifies this exhausting year. I am all for laughing at America in spite of itself. The Kazak national anthem at the Texas rodeo in the original is one of my favorite of all of SBC's sketches. But the ridiculing of right wing supporters were hollow this time around. Most importantly, the reactions (which imo made the first film as great as it was) were also extremely mild. It felt as if SBC and Maria Bakalova were overreaching a lot. And when each shock was delivered the unease and explosive tempers never surfaced."
274,3-Nov-20,widderic,1," You've got to be kidding me.
",Barely anything form the original Borat film was showcased here. What remains is a political propaganda piece designed to smear Republicans and only Republicans. How much can one sell out? Sasha's career dies here.
275,30-Oct-20,wivavog,1," So disappointing and beyond!
","Well I was hoping for a fun movie. Similar to the first. Or even a continuation. Which he tried to do. But failed so on a epic level. Im still kind of shocked he would release this. I mean the story is garbage. The writing , the casting , the topics , ect! Most of it is just off-putting and disgusting low level toilet humor. I knew what to expect and not to expect. Still I was shocked at just how absolutely awful this film is. I wanted to like it. But I cant give credit where its not due. In my opinion he could of done much better. Could of been such a funny film in a critical time. When the world needs laughter. Not more disappointment! I mean there's so many people that dont get paid. That could of made this opportunity. Way more enjoyable. That's sad considering were discussing veteran writers, comedians, actors and more. But lacks the passion of your average youtube sketch. It didn't seem like his heart or mind was in this project. Maybe it was , who knows..... But personally I wouldn't recommend the 2nd Borat to anyone. The first had a large niche group. This movie was all over the place though. Most of the jokes. Are relying on shock value. Borat is well known now too. So he couldn't as easily interact with the public like before. Why he chose to put on the worst disguise and personality to evade that is beyond me. Wasn't funny , just annoyingly stupid. A 15minute group discussion could of came up with a million better ideas. Then the girl...... Ugh.... Another parlor trick that worked out horribly. Now he has to make a 3rd one to return any of Borat's integrity. Sigh..... I know this guy is smart too. I just dont get it..... Like zero pride in this film. But who knows maybe he was highly restricted. But then why do it at all ? I wouldn't waste my time. But feel free."
276,23-Nov-20,jakerl-43504,7," Awesome flick.
",I loved this movie and will likely watch it again. Possibly even surpassed the first film. The humor was very funny and this is coming from a Trump supporter. Definitely give this one a watch. You won't regret it. Jasghemesh!
277,24-Oct-20,mywordsdidglow,10," Genius political satire!
","The phrase, ""Give em enough rope to hang themselves"", was never more true! At times hilarious, at times disturbing, never boring. SBC does a good job of showing some people who were genuinely kind and compassionate as well, which restores a certain degree of faith in the US of A. Even, at times, some of those who he is lampooning are portrayed with a degree of humanity, not just caricatures. They are shown as misinformed, yet caring and hard-working. The actions of Rudy G, the gold-digger, and others, however, speak for themselves. TBH, If you have more than one Trump sign in your yard and need your daily Sean Hannity fix, you will probably hate it."
278,7-Jun-21,therskybznuiss,8," A timely, appropriate - almost urgent, and updated blast from the past.
","I was a fan of Ali G and Bruno, and the Borat from the Ali G show, moreso than the movie when it first came out in 2009 (?)."
279,26-Oct-20,Rageypoo,8," Pretty fun and definitely different!
","So it's a bit of a culture mish-mash and that's what makes it fun. I liked most of the jokes, it started off a little slow but got better, but overall it was fun the whole way though. My initial feelings...I was glad to have seen it, and I would probably watch it again. I would not say this is a family friendly movie, I don't think a younger audience will really get a lot of the jokes, this is definitely meant for those who are part of the political environment which has been such a hot topic lately, and it does a very good job of capturing most of it. I did like the ending a lot, it has a bit of a twist I was not expecting at all which I thought was very impressive for such a film."
280,27-Oct-20,briant2,10," Too funny
",Borat and his daughter are hilarious. Satire for sure. Love the fat suit and the disguise
281,25-Oct-20,ejedrysek,1," Pure political garbage
","The first film was genuinely funny. This round, released on the eve of the last debate and a week before the election, is entirely motivated as a political party smear. Regardless of one's particular politics i enjoy movies to get away from politics. At least a warning would be appreciated."
282,24-Oct-20,megustagameplay,10," Really a masterpiece!
","As a non-american user,I really liked the movie .
In its politically incorrect way of humor, Borat manages to destroy every certainty of every American and at the same time show the corrupt sides of the most glorious nation in the world.
The fact that the movie was shot during the election campaign made me even more happy.
A movie that unfortunately a lot of people will hate, thanks to its nature, but that many will understand over the time."
283,23-Oct-20,RussHog,4," I don't like
","I am a big fan of Sacha and I think he is on the right side of history but this movie is lazy compared to the genius of the original. The jokes aren't funny. The fake interviews aren't shocking. Maybe it's just that nothing is new under the sun in the age of social media - or maybe it's just because the film is flat, lazy, and stupid. The daughter character is a disaster. The stuff dealing with the Republicans is worth watching however."
284,28-Oct-20,Stanlee107,7," Just what we needed
","It has been a very difficult year, but this film is what we needed. I never expected this to be as funny as the first film.
Sacha Baron Cohen embodies Borat & he is great at eliciting scripted/genuine ignorance from the public. However, the performance from Maria Bakalova as his daughter Tutar that brings heart to this film. It is an enjoyable film & I would recommend this."
285,23-Oct-20,argikon,10," Brilliant
",Another Cohen masterpiece.. it's obvious from the one star reviews that he was right on target.
286,23-Oct-20,floydbastable,10," Still laughing, what a legend SBC
","Couldn't wait to watch this and was not disappointed. Such a fan. At last a really entertaining film during this difficult time. Such a relief. He is such an amazing comedian. Very original, no one else even gets close. Very near the mark, snowflakes need not apply ha ha."
287,25-Oct-20,brunni-30223,1," Sacha Baron Cohen getting used by QAnon? Not Funny!
","Quoting the NY Times: He said he moved in with two conspiracy theorists for a few days to show ""that they're ordinary folks who are good people, who have just been fed this diet of lies""."
288,1-Nov-20,mbhgkmsgg,7," Relevant and Extremely Funny
","What can you really say about this film? It's peak Sacha Baron Cohen. The character of Borat is outrageous both with his jokes and the audacity of his public stunts. Thanks to that, Borat Subsequent Moviefilm is endlessly entertaining, and it couldn't have come out at a better time."
289,27-Oct-20,brangel24,," Relax and enjoy
","I liked it, everyone gets so upset when their political views get made fun of. It's fine, people have opposing views. I like jokes about both sides and borat 2 had me cracking up and uncomfortable; overall it was very enjoyable. 8/10 but I'm offsetting the 1/10 votes by people who can't take a joke"
290,23-Oct-20,robh,6," As expected
","Not as good as his earlier movies. There are a couple of funny moments, but it's mostly humor based on grossing out the audience instead of deserving bigots and powerful fools being exposed and mocked. I much prefer the latter."
291,29-Oct-20,kikipalkech,8," Borat
",Borat: do you like my new MovieFilm ?
292,23-Oct-20,kelii3,7," Edited for Alternative Republicans
",And that was disappointing because to be fair prior to an election parts were removed so it would not be banned by 'you know who'. The Guiliani embarassment is there but I assume the trump skit was left out due to political pressure.
293,24-Oct-20,riley1709,1," Political all around
","Nothing quite like trying to escape politics and watch some entertainment only to have it shoved down my throat in Borat 2. Loved Borat 1 but #2 was an obvious political tool that sort of ruined the series. Now I'm not a conservative but it would have been nice for the movie to follow the entertainment style that it provided in its last movie without diving into politics and current events. Entertainment is meant to escape from what's going on currently, not to immerse ourselves in political manipulation."
294,7-Nov-20,caleb-jamiesons,1," Foreign arbage
",Unntural foreign garbage.
295,26-Oct-20,dhapetersen,1," Clearly rushed for election.
",Their motives are very transparent. Rushed out in order to influence the 2020 election results. And not even funny! I'm greatly disappointed.
296,8-Nov-20,Morejambo54,5," Just disappointing
",I love Borat 1 and was extremely excited when they announced a second one but I was left disappointed. The jokes weren't on the same level as the first one and it felt like less risks were taken when filming daring scene for one joke. I think one of the main reasons for the downfall of this movie is that there was no Azamat as he was turned into a coach. The story was also really boring and wasn't nearly as stupid or exciting as the first movies. Borat should have gone to another country to learn from them instead of going back to America.
297,25-Oct-20,taylorkaren-16284,1," Its just not Funny - Total waste of time
","Sasha might have been funny once, but he's lost his edge, in fact I wouldn't even call this a comedy film, its more like a Russian Propaganda film, we didn't even make the end of the film, turned it off after 40 minutes. If anyone else is thinking about it, I wouldn't bother, in fact watching paint dry would be more entertaining ...."
298,29-Nov-20,Gerardo2068,1," Comedy is dead in 2020 and this is just same old 2020 propaganda
",Political humourless rhetoric. It doesn't have the shock appeal of the first film. This one is the same boring Hollywood narrative. The plot is too flimsy to stand on its own so they try to make up with some weak unfunny topics.
299,27-Nov-20,rws_20,1," Insult to the original
","The thing I loved about the first one was that no one knew who Sacha was as Borat, so all the scenes of him interacting with the unsuspecting people of the ""US and A"" came across as genuine and funny."
300,4-Mar-21,ghostamongyou,9," Way funnier than expected
",Never thought I'd be a Borat fan but here I am. This movie is flippin' hilarious. Had to watch the fertility scene twice.
301,25-Oct-20,leedan91,2," Not anywhere as good as the first Borat film!
","I was excited to watch this movie, especially seeing all the hype and trailers circulating online. But this second edition was not as funny or original. It was actually kind of mean spirited. Some parts were pretty cringeworthy of how bad the setup was."
302,25-Oct-20,kjproulx,6," An Enjoyable Character in an Mediocre Sequel
","Being a huge fan of Borat from 2006 and thinking it was a very clever film, given how uncomfortable certain scenes may have been to watch, I was eagerly awaiting the sequel that was secretly filmed earlier this year. Borat Subsequent Moviefilm (and the rest of the title that I'm not filling in for this review) may not be anywhere as funny or as original as its predecessor, but for the time being, there are a few very memorable moments. The first film was a satire on society but done so in a way that is sort of timeless. This sequel plays off of too many things happening in 2020 to really feel like it could be a long-lasting film. This film is all over the news and I'm sure it'll be popular for the next few weeks, but I simply can't see it being talked about ten years from now."
303,23-Oct-20,skykyiv,10," Beyond
","My world is still alive. And I just started doubting that. Blown away. Easily the best entertainment of last decade. It's so traumatic (in a best possible way) that credits are rolling as i type, but I can't remember 90% of the gags. I feel being alive again, thanks Sacha. PS. I'm a 'republican snowflake' and NRA member."
304,25-Oct-20,agmoldham,6," Well worth a watch
","It seems 2020 is going to be the year of watching movies at home, so this is my first 'home movie' review. One of the great things about comedies at the cinema is that you can hear what everyone else thinks of the movie. This is especially the case with a movie like Borat where some of the comedy is very subtle."
305,24-Oct-20,jackelms,10," If ur up for laughs this'll make you laugh 😂
","Brilliant haven't seen a movie like this in a while
Had me laughing like crazy
A must watch with family
If u have a sense of humour you'll love this
It's better to laugh then wine about things
Enjoy life"
306,16-Dec-21,alindsayal,7," A Good Funny Film
",So last month a trailer came out of nowhere for Borat 2 and would be released on Amazon Prime and for fans of the first film that came out 14 years ago this was something to look forward to and now it is here with us and I have just watched it and here is my review for the film. The premise of the film sees Borat return to The United States to gain favour with Donald Trump for his home country of Kazakhstan.
307,25-Oct-20,dkenific,1," An hour and a half long political commercial
","One star, basically an hour and a half long political commercial."
308,25-Nov-20,azfs-35105,1," Not good
",It's good to create a sarcastic movie but you should do it in a funny way. It wasn't funny at all. I just get bored after watch that thing.
309,31-Oct-20,BWGrainy,1," Yawn.
","Typical over-the-top, childish, gutter soup ... as expected.
Not made for children but made for children."
310,24-Oct-20,tadeozapata,1," horrible movie
",Just a piece of democratic publicity. Horrible. Totally unfunny
311,29-Oct-20,pcampionz,6," Eh
","Some funny scenes but all in all just an eh. This guy needs to just go away already. But when you are in the ""club"", you are in the club and once in the club one can continue to suck for a while and still make movies."
312,23-Oct-20,Nemesis42,7," Crazy and not for every one.
","Half of the comedy in this is great, half tasteless, stupid and not funny. However that's just me. To others it might be the opposite. Whoever you are, you'll get a laugh or two out of it. The actor playing his daughter, I hope she gets a bag load of work offers now. She is a good performer."
313,25-Oct-20,dinamoisamodinamo,1," Borat is not back
","I don't even know where to start. Ali G was awesome, OG Borat was awesome, Dictator was OK and this is the worst movie I watched in a long time. It's like watching someone else trying to copy Borat and fails miserably. Maybe I had high expectations. Wouldn't recommend to anyone except die hard fans to who the name of the movie is enough."
314,24-Oct-20,thatleoguy,10," If you would of told me 20 yrs ago that Ali G creator would make a good movie inn 2020 I would of said no way
",This movie is a work of art in a politically tenseful time. It can potentially trigger both Democrats and Republicans . Expected for 2 sensitive groups that only see each other as red and blue.
315,27-Oct-20,diego-armando-gallardo,10," BEST POLITICAL SATIRE EVER!
","All the conservative yanks will be furious and leaving bad reviews to this movie, but that's just them crying out loud because they don't like to be criticized nor to be exposed on how their society and culture are imploding. But all those bad reviews mean that this movie it's a political satire masterpiece!"
316,23-Oct-20,nightcrawler-41342,10," Brilliant Movie!!
",I have never laughed so hard.Cohen went after them all: countries that see women as second hand citizens and who's only purpose is to obey. He portrayed Melania as a ''lucky one'' for living in a gold cage rather than in a normal one. I think Giuliani was under the impression he is going to get lucky. Kind of reminded me of ''The Limo '' episode in Seinfeld where George was close to getting lucky to a nazi simpathiser. The Facebook touch was also brilliant as more and more people believe stories on their Facebook feed which could really be written by anyone who wants to have a laugh at the expense of gullible people. If you don't allready have prime get it and watch this movie. Nobody portraits the tragic reality we live in better than Borat!
317,24-Oct-20,TomIsFilm,2," Much weaker than first Borat
",Almost all of the interactions are clearly staged. It's transparent.
318,24-Oct-20,shkamath-01355,8," Bold! Unapologetic! Hilarious!
","It's fascinating to me how Sacha Baron Cohen writes & acts in such mockumentaries than when he is in a drama. The sheer range of this man is absolutely amazing. ""Borat"" took everybody by surprise for its narrative and ""Subsequent MovieFilm"" raises the bar and ends on a warm, touching note. It is hilarious from the get-go, all the punches land & obviously SBC doesn't pull his punches back. Some scenes are uncomfortable yet hilarious. Loved Maria Bakalova! Her chemistry with SBC is fabulous. The social commentary was a big addition to the political conversation. Loved everything about the movie and I'm sure I can watch it multiple times!"
319,25-Oct-20,kramermw,1," Not funny at all
",I loved the first Borat movie but this second try is really a bomb. It's not funny at all.
320,24-Oct-20,sheedykieran,1," A complete waste of your time
","Not funny, not smart, a lampooning designed to appeal to the halfwitted.
You will get more humour and intellect in the Great British Bake off."
321,24-Oct-20,jackgdemoss,8," Impressive execution and some crude laughs
","Borat 2 was laugh out loud funny at times, but certainly not enough to warrant an 8/10. The story actually had some coherence rather than feeling like a prank show and even had some solid emotion, but that still can't account for its 8/10 status. What drove it up for me was how expertly executed these secret filmings must have been. Sure everyone has to sign a release to show their face in the film afterwards, but to corner some people to the point that they want/need to is mind boggling. As far as films that have a number one goal of shoving a political message in my face, this has to be my favorite."
322,23-Oct-20,seeawaymore,9," Sacha Baron Cohen at his finest
","Don't listen to all the 1/10 reviews. This movie is the opposite of being ""anti-woman"", it seems a lot of people are missing the fact that you're not supposed to agree with Borat, but laugh at how the people of a supposedly more civilized country react to him.
I honestly it holds up decently compared to the first one, sure it has a lot more scripted scene and the storyline is more coherent, but the fact that SBC can still get those kind of reactions out of people years after he reached worldwide fame is honestly jawdropping.
Huge shoutout to Maria Bakalova, she was absolutely hilarious as Borat's daughter."
323,23-Oct-20,keezo9uno,9," Less crass, more heart
","People will go see this movie expecting more of the LOL-inducing hijinx that Sasha Baron Cohen brings as Borat, but I hope they'll be pleasantly surprised by how much heart this sequel brings to the table. Much more plot-driven and emotional than its predecessor, maybe a tempering of expectations is needed but still a very fun and rewarding watch nonetheless."
324,25-Oct-20,BlueMorpho21,1," Discriminatory while mocking discrimination
","Discriminatory, while mocking discrimination. Sadly hypocritical film-making. A shame."
325,24-Oct-20,anxiousgayhorseonketamine,7," So excellent casting
",On one level one could see and describe accurately the fact that Sacha Noam Baron Cohen born to an Israeli mother and a known supporter of Zionist beliefs; see YT videos where he addresses Jewish groups in the US; chose to make fun of a 70.2% Muslim country (see Wiki). Would we sit comfortably with say an Iraqi comedian making fun of the Shtetl or God forbid The State of Israel
326,2-Nov-20,SoumikBanerjee1996,8," Further Improvised Iteration!
","Sacha Baron Cohen is back again with a continuation of the worldwide phenomenon i.e. ""Borat"". A further refined iteration, now with a political influence; it bounds to get controversial & polarized yet again!"
327,24-Oct-20,indiedavid,9," Better than the original
","Disregard the negative reviews. They are all from Republicans or uptight prudes (also Republicans). There is nothing in the trailer or Cohen's history that leads you to believe that this is a wholesome family film. It is exactly what we come to expect from Cohen's brilliant docu-comedies, a sophomoric and hilarious satire on the many flaws of American society and he has a LOT of material to work with."
328,26-Oct-20,theredsky,7," Borat Subsequent Moviefilm Review
","A great sequel to an already excellent movie. Borat 2 is a great follow up to one of my favorite comedies of all time. Obviously, Sachs Baron Cohen is hilarious as Borat but I was surprised at how great of a job newcomer Maria Bakalova did as Borat's daughter. She is essentially the heart and soul of the film and did an excellent job playing off of Borat. The film's writing is once again excellent at showing off Cohen's comedic talents and showing the state of the United States in 2020. The film's story is excellent and I was incredibly impressed at how they incorporated the Covid-19 pandemic into the film. Quarantine started during the making of this film and they quickly rewrote the script and incredibly and expertly wove the pandemic into the story. It was seamless and felt like something they had planned from day 1. Something great that Borat 2 does is show the current state of the United States. They are a lot of jabs at the Trump administration which could/will turn some people off from the film but it's hilarious and thought provoking none the less. There is a moment towards the end of the film with a certain politician that's horrible. Not that the film is horrible but what he does is horrible. Since this is a sequel to Borat, it has to be funny and it was definitely funny. I found myself laughing at a lot of moments in the film although I prefer the first film's jokes over this one. I really didn't have a lot of issues other than the occasional slow bit here and there. Go check this out when you can but if you consider yourself right leaning, you might not get as much enjoyment out of it as others would."
329,23-Oct-20,JohnDeSando,," Outrageous, cringeworthy, uneven, funny topical satire.
","""I found a new book which only tells the truth. It's called Facebook. I learn so many facts there. Like, our nation's proudest moment, the Holocaust, never happened!"" Tutar Sagdiyev (Maria Bakalova)"
330,23-Oct-20,trevor-bowen,9," LOL
","This will definitely trigger those who call others ""snowflakes"" because they are thin skinned and don't understand irony."
331,28-Nov-20,buccinoa,7," Satirical Masterpiece
","Cohen is back for another shot at satire in this sequel. Borat is followed by a camera crew to win over Americas respect by donating his daughter to President Trump. Cohen exploits controversial topics in American society while poking fun at other norms in the USA. Pranking and pushing buttons is to the max in this film. With a slight taste of a unexpected family feel towards the end. Extremely well put film to make people laugh so hard that people have to rewind 3 times for a good laugh. Extraordinary editing as well as humerus detailed music is placed. Overall 7.2/10, highly recommended."
332,23-Oct-20,bazzer-57663,2," Giuliani humiliated. The rest: oh dear.
",The five minutes of humiliating Crazy Rudy was great (which is why I'm giving this great gobbling turkey as many as two stars) but I'm actually angry about the other hour-and-a-half when I could've been doing something worthwhile. Like sleeping. If you haven't seen it yet the Giuliani snippet is very near the end. You don't need the rest of it.
333,24-Oct-20,JacobsReviews,7," Would Watch Again
",What worked:
334,24-Oct-20,woollyfuller,2," Not so funny anymore...
",Tired jokes and the shock value has waned somewhat.
335,24-Oct-20,vilaas-866-435621,10," Hats off pulling it off against the odds
","The movie might be 7+ rating however 10 when one thinks of the odds of making such a movie and not getting - arrested, punched, catching covid, is an achievement. Including the dialogs where retakes are not possible."
336,26-Oct-20,varminttank,8," Just what you expect. Stupid funny
",Maybe not the best story ever but all the stupid things in it will make the ride funny.. I laughed my ass off in a few parts.. if you are a fan of borat you will like
337,24-Oct-20,amaljon,1," Absolute cringefest.
","Doesn't serve much purpose besides reinforcing the 'Central Asians are uncivilised barbarians' stereotype and being a political propaganda tool to meddle with the American elections.
Kazakhstan deserves more than an apology, Sacha Baron Cohen and the Borat team owes the Kazakh folk reparations for the irreversible damage that this abomination had caused to the international reputation of the country."
338,20-Aug-21,jonesaby,8," Fun
","Enjoyed... I thoroughly enjoyed this one... It's a real comedy...
Maria plays the role of the daughter and has performed an amazing act... She was the energy of the movie."
339,23-Oct-20,davidsaid,6," I give it 5.5 out of 10
","Just like the majority of all sequels this pales in comparison to the first Borat film. The first Borat was near genius and incredibly funny but even Borat points out that he is too recognisable to pull the story off one more time. Hence a lot of the so called 'real people' feel like actors or people who are just going along with the joke. Yes it certainly not the fault of Cohen that his film was so successful he can no longer get away with it, but perhaps it's a shortfall in thinking that it was worth going for a second shot. It just felt a little desperate and also rushed, too focussed on what they thought was a gigantic satirical opportunity, that being 2020, the year from hell. Yes they were right, grab the bull by the horns but the bull had already dashed unfortunately. Nice try Sascha but no gold medal, maybe a bronze if you are lucky."
340,10-Nov-20,babartriangle,1," Extremally
","This movie degrades all cultural, moral and religious values that make up the very fabric of a decent society. Extremely disappointed with nonsense and rubbish behavior of the lead actor Sasha, who is a classic example of the extremes people are willing to go for fame and money. There is no way a thinking sober person from any background will appreciate this movie. I do not recommend."
341,3-Nov-20,staunton-gary,6," It isn't outstanding
","However, it was mildly entertaining. Too much reliance on subtitles, imo. Maria Bakalova (as Tutar) did an amazing job. I would recommend this to watch, but it isn't going to win any awards."
342,1-Nov-20,burceagandrei,1," So boring
",Maybe i had 2 3 laughs but i already saw those moments on youtube so .. meh
343,31-Oct-20,jameswentland,8," Borat 2 ...
",I mean if you didn't like the comedy and rudeness of borat you will definitely not appreciate the comedy of this film either as it is 100 times ruder than the original beside from that it was a perfect sequel to a very creative and funny film the acting was brilliant and borat managed to yet again achieve his goal of once again showing people's real ideas
344,29-Oct-20,frazier99,8," I will come back. Yakshi Mash!
","The main source of pleasure from watching any segment of Borat (or movie in general) is watching ""normal"" people who find themselves in unfamiliar situations trying to get out of such difficult circumstances. The first Borat was mostly apolitical, interested in exposing American hypocrisy. Well, as it happens, the truth is stranger than fiction, even if the concept of truth simply does not exist in this case. The continuation, of course, is more like a propaganda campaign for Biden, but it must be said that it took Cohen 14 years to get Borat back on the screens. Realizing that this character was a victim of his own success and could no longer fool people, the Kazakh reporter's sequel is exhumed with all possible cynicism: he has evolved in the right direction and is not a blind copy of the original; yet the sequel has added interesting, relevant ideas to the modern world."
345,23-Oct-20,James_TheMan,7," Okay, some good spots.
","There area few good laughs in this, the best being a dance. If you don't like rednecks and southerners much, you will like this. Though I think they have been unfairly treated here, cherry picked you could say."
346,25-Oct-20,nolefangc,1," 2020 has ruined Borat too
","Fake, not funny, and ridiculously misrepresentative of Americans. BS like this is why Trump will win another term."
347,27-Oct-20,victor_correra,9," 2020 Summary
","This movie is basically a summary of 2020, mainly in the US, possibly the world."
348,3-Dec-20,DKosty123,2," Political Sci-Fi Machine Gunned By The Mob?
","There is nothing here laugh out loud funny. In fact, there are scenes which are kind of sad. If your nuts about Cohen (what kind of nuts they must be) you will love movie. If your intelligent, and see that both parties are literally lampooned and destroyed in a short time, you might understand this one. If you like seeing Borat in Trump suit, you might find it cute. If your from Eastern Europe, you will find it to be the second insult."
349,23-Oct-20,Bjr0222,9," On par with the original
","If you liked the first one and thought it was funny, you'll feel the same about this one. Any poor reviews are simply offended Trumpers."
350,23-Oct-20,robert-62387-55435,7," Stupid, dumb, tasteless and funny as hell
","If you like absolute silliness, outrageous behavior and total insanity, this is the film for you. True to the Borat style, where reality and fiction meet. It was dull in some parts and so funny in others that you will gag laughing. And as always, totally edgy plot lines for each scene."
351,23-Oct-20,unreliableg,," Not that good
",Some laughs but mainly just something to skip through
352,23-Oct-20,adamcdavis,4," Don't expect much
",I laughed a few times at the start of the movie and then I realised it was rubbish. Such a shame. I was well up for a good laugh. Didn't happen.
353,24-Oct-20,eee-16089,1," Political propaganda from a Trump hater
",Loved the first one. Hate this one. Released before elections of course.
354,24-Oct-20,w0507636,1," Terrible movie
",About 3 minutes worth watching. 1.5hrs of wasted time.
355,3-Nov-20,dlow-20825,1," Hot garbage
","I'm a big fan of Eric Andre and Frank Hassle kinda stuff, I know it's dumb, but at least there are some laughs to be had. The jokes were so dry and stupid I didn't crack a smile the entire time. It just seems like he was trying way too hard to be funny so it just had the opposite effect. Combine that with all of the propaganda doo doo and it's basically just a massive waste of time."
356,28-Oct-20,dkerr-21611,1," Stupid and fake
","Every interaction they have with a person is just stupid and clearly fake, in no way do normal people react like that!"
357,19-Dec-20,Benjamin-M-Weilert,8," A surprisingly effective mockumentary about 2020.
","Over the years, I've found two types of people: those offended by the original Borat (2006) film and those who find it funny. I'm probably in the latter camp, mostly because I can appreciate how politically incorrect comedy can be ""safely"" created by introducing a cultural/language barrier. 14 years later, and I'm certain that the people who didn't find the original Borat funny won't find the humor in Borat Subsequent Moviefilm (2020)."
358,15-Nov-20,kevin c,7," Borat 2 Rudy 0
","Brilliant timely satire, and worth it alone for the Princess Melania catoon."
359,13-Nov-20,vetstorage,2," One sequel too much
","The original Borat was a one-of-a-kind masterpiece of comedy that can never be replicated, ever. It was a bold, unique concept of an exaggerated eastern-european stereotype that goes to the US and screws with people there REGARDLESS of ideology. The movie did not need a sequel, but it got one anyway. In this one, Sacha Baron Cohen seems less concerned with comedy and pulling off meaningfull and successfull pranks and more with making a political statement. You see, the magic of the first film is that the movie approached western society from a completely oblivious, ignorant standpoint, it did not choose right-wing people exclusively as targets. Don't get me wrong, I'm not bothered by Cohen's ""anti-Trump"" or whatever stance one bit, but by letting comedy suffer in favor of it."
360,28-Feb-21,fluffchop,7," Once you laugh you'll keep laughing
","A movie that sneaks up, it starts out really flat and then it all comes together in the end. A very serious film with great insights into the world."
361,24-Oct-20,carlosrib-56808,1," A sloppy pamphlet
","Go woke, go broke. A piece of unfunny and scatological cliches, lazy and lame political propaganda. Shame on you Amazon."
362,17-Nov-20,vincentagius,1," Watch something else
","Don't waste your time. If you've seen the first, then that is enough as there's nothing new to see hear. One trick pony comes to mind."
363,17-Nov-20,deepakchandra-83630,3," More of crass and less of humor
",The movie has limited humor and is more crass in nature. Humor has a timing and should be natural but it is not so here.
364,31-Oct-20,Mat705,1," Poor taste demeaning women
",Reason for 1 rating (lowest) - I think the way they portrayed a 15 year old girl and the exposure is in very poor taste in the name of comedy. Not worth the watch.
365,23-Oct-20,CharlesSeymourJr,7," Funny, weird, political
",Rudy's hand in his pants was the least of his problems. His lies about coronavirus are as blatant as Trump's.
366,24-Oct-20,shannonreonas,10," Thank you for exposing the trash that needs to be taken out!
","I loved this film, was happy to see the Macon purity ball put on blast. Thank you for doing what you do Sasha!"
367,6-Nov-20,nestorbye,1," Lame boring and stupid
","Lame, boring, stupid and disgusting. Will rot your mind and make you stupider than Tweety."
